"K J Flanagan & Co. Ltd.",,,,,,,Date : 08 MAR 2022,10:08:11
,,,,C U T T E R S,,DAILY TOTALS,Page : 1    
"User",Date,Hour,Time,Roll No.,Orig_Roll,Trandesc,Product Description,Quantity,Total,Cuts,Remeasures,Supplier,Cus. Ref.,Customer_Name
"DT",04/03/22,08,08:52:15,,249480,Remeasure,FLORIDA KEYS 73 BEIGE 4M FELT,0.00,1,0,1,CON801,,
"DT",04/03/22,08,08:54:35,249500.1,249500,Cut Bench Program,RHAPSODY 75 4M FELT,2.85,1,1,0,CON801,FL190,Flanagan Flooring Ireland
"DT",04/03/22,09,09:02:51,,237089,Remeasure,AVIEMORE TWIST 94 HAZELNUT 4M A/B,0.00,1,0,1,CON801,,
"DT",04/03/22,09,09:05:17,245004.3,245004,Cut Bench Program,ORION PATIO 960D 2M,3.00,1,1,0,BIG201,FL190,Flanagan Flooring Ireland
"DT",04/03/22,09,09:08:08,248238.1,248238,Cut Bench Program,SUPERIOR TWIST 69 4M A/B,3.51,1,1,0,CON801,,
"DT",04/03/22,09,09:11:25,248238.2,248238,Cut Bench Program,SUPERIOR TWIST 69 4M A/B,3.50,1,1,0,CON801,,
"DT",04/03/22,09,09:15:05,248811.1,248811,Cut Bench Program,NOBLE DREAMS 69 SCROLL BEIGE 4M FELT,3.20,1,1,0,BAL601,FL190,Flanagan Flooring Ireland
"DT",04/03/22,09,09:15:58,248811.2,248811,Cut Bench Program,NOBLE DREAMS 69 SCROLL BEIGE 4M FELT,1.91,1,1,0,BAL601,FL190,Flanagan Flooring Ireland
"DT",04/03/22,09,09:17:39,248811.3,248811,Cut Bench Program,NOBLE DREAMS 69 SCROLL BEIGE 4M FELT,4.34,1,1,0,BAL601,FL190,Flanagan Flooring Ireland
"DT",04/03/22,09,09:21:21,249489.1,249489,Cut Bench Program,UTOPIA 78 SHADOW 4M A/B,4.80,1,1,0,CON801,,
"DT",04/03/22,09,09:24:02,249489.2,249489,Cut Bench Program,UTOPIA 78 SHADOW 4M A/B,4.30,1,1,0,CON801,,
"DT",04/03/22,09,09:25:51,249489.3,249489,Cut Bench Program,UTOPIA 78 SHADOW 4M A/B,,1,1,0,CON801,,
"DT",04/03/22,09,09:27:25,249489.4,249489,Cut Bench Program,UTOPIA 78 SHADOW 4M A/B,2.75,1,1,0,CON801,,
"DT",04/03/22,09,09:28:46,249489.5,249489,Cut Bench Program,UTOPIA 78 SHADOW 4M A/B,2.30,1,1,0,CON801,,
"DT",04/03/22,09,09:29:50,237089.8,237089,Cut Bench Program,AVIEMORE TWIST 94 HAZELNUT 4M A/B,5.00,1,1,0,CON801,,
"DT",04/03/22,09,09:32:40,244892.3,244892,Cut Bench Program,VINTAGE OAK COLL COVENTRY 797M 2M,2.03,1,1,0,BIG201,,
"DT",04/03/22,09,09:36:31,247105.7,247105,Cut Bench Program,VINTAGE OAK COLL PURE OAK 960M 4M,4.57,1,1,0,BIG201,,
"DT",04/03/22,09,09:38:19,,247105,Remeasure,VINTAGE OAK COLL PURE OAK 960M 4M,0.00,1,0,1,BIG201,,
"DT",04/03/22,09,09:40:26,244969.11,244969,Cut Bench Program,ORION OAK CHEVRON 009S 2M,2.44,1,1,0,BIG201,,
"DT",04/03/22,09,09:43:37,248139.3,248139,Cut Bench Program,SOFT SPLENDID 68 5M FELT,2.70,1,1,0,BAL601,,
"DT",04/03/22,09,09:44:05,248418.4,248418,Cut Bench Program,VINTAGE OAK COLL PURE OAK 960M 3M,5.15,1,1,0,BIG201,,
"DT",04/03/22,09,09:45:13,,248418,Remeasure,VINTAGE OAK COLL PURE OAK 960M 3M,0.00,1,0,1,BIG201,,
"DT",04/03/22,09,09:47:06,249308.1,249308,Cut Bench Program,ROCKEFELLER POLPERRO 190L 3M,2.67,1,1,0,JUT101,,
"DT",04/03/22,09,09:50:35,248428.6,248428,Cut Bench Program,ORION HOLLY OAK 136M 3M,3.81,1,1,0,BIG201,,
"DT",04/03/22,09,09:51:06,248139.4,248139,Cut Bench Program,SOFT SPLENDID 68 5M FELT,3.50,1,1,0,BAL601,,
"DT",04/03/22,09,09:52:08,,248428,Remeasure,ORION HOLLY OAK 136M 3M,0.00,1,0,1,BIG201,,
"DT",04/03/22,09,09:55:45,245750.1,245750,Cut Bench Program,FLORIDA KEYS 77 SILVER 4M FELT,14.02,1,1,0,CON801,,
"DT",04/03/22,10,10:00:47,248802.3,248802,Cut Bench Program,EMPIRE 6024/80 TARTAN 4M,3.70,1,1,0,BAL601,,
"DT",04/03/22,10,10:17:18,248802.4,248802,Cut Bench Program,EMPIRE 6024/80 TARTAN 4M,0.50,1,1,0,BAL601,,
"DT",04/03/22,10,10:23:23,249374.4,249374,Cut Bench Program,SOFT NOBLE FELT 720 RAW LINEN 4M,6.00,1,1,0,BAL601,,
"DT",04/03/22,10,10:29:35,248139.5,248139,Cut Bench Program,SOFT SPLENDID 68 5M FELT,2.00,1,1,0,BAL601,,
"DT",04/03/22,10,10:30:12,248528.4,248528,Cut Bench Program,THE NOBLE COLL STRIPE 14 FIRE LINE 4M FELT,3.66,1,1,0,BAL601,,
"DT",04/03/22,10,10:33:13,,248528,Remeasure,THE NOBLE COLL STRIPE 14 FIRE LINE 4M FELT,0.00,1,0,1,BAL601,,
"DT",04/03/22,10,10:35:06,248139.6,248139,Cut Bench Program,SOFT SPLENDID 68 5M FELT,1.00,1,1,0,BAL601,,
"DT",04/03/22,10,10:36:22,249518.1,249518,Cut Bench Program,IMPULSE 293 BONE 4M A/B,13.25,1,1,0,CON801,FL190,Flanagan Flooring Ireland
"DT",04/03/22,10,10:40:27,246971.1,246971,Cut Bench Program,VINTAGE OAK COLL PURE OAK 960M 4M,1.55,1,1,0,,,
"DT",04/03/22,10,10:41:33,,246971,Remeasure,VINTAGE OAK COLL PURE OAK 960M 4M,0.00,1,0,1,,,
"DT",04/03/22,10,10:44:02,248181.6,248181,Cut Bench Program,SOFT SPLENDID 94 4M FELT,2.84,1,1,0,BAL601,,
"DT",04/03/22,10,10:44:33,248139.7,248139,Cut Bench Program,SOFT SPLENDID 68 5M FELT,2.00,1,1,0,BAL601,,
"DT",04/03/22,10,10:45:09,248181.7,248181,Cut Bench Program,SOFT SPLENDID 94 4M FELT,4.67,1,1,0,BAL601,,
"DT",04/03/22,10,10:50:14,244678.2,244678,Cut Bench Program,AVIEMORE TWIST 174 STARDUST 4M A/B,7.09,1,1,0,CON801,,
"DT",04/03/22,10,10:54:20,245605.3,245605,Cut Bench Program,NOBLE HEATHERS 945 GULL GREY 4M A/B,3.05,1,1,0,BAL601,,
"DT",04/03/22,10,10:55:44,245605.4,245605,Cut Bench Program,NOBLE HEATHERS 945 GULL GREY 4M A/B,4.57,1,1,0,BAL601,,
"DT",04/03/22,10,10:57:00,245605.5,245605,Cut Bench Program,NOBLE HEATHERS 945 GULL GREY 4M A/B,4.72,1,1,0,BAL601,,
"DT",04/03/22,11,11:00:40,245306.1,245306,Cut Bench Program,INFINITY GRASS KIANO 5013 20MM 4M,5.50,1,1,0,CLA201,FL190,Flanagan Flooring Ireland
"DT",04/03/22,11,11:01:56,245306.2,245306,Cut Bench Program,INFINITY GRASS KIANO 5013 20MM 4M,,1,1,0,CLA201,FL190,Flanagan Flooring Ireland
"DT",04/03/22,11,11:03:32,245306.3,245306,Cut Bench Program,INFINITY GRASS KIANO 5013 20MM 4M,,1,1,0,CLA201,FL190,Flanagan Flooring Ireland
"DT",04/03/22,11,11:06:53,247721.1,247721,Cut Bench Program,GATSBY PRISM 994D 4M,6.71,1,1,0,JUT101,,
"DT",04/03/22,11,11:09:39,249277.1,249277,Cut Bench Program,ARTEMIS EVORA 594 4M,1.98,1,1,0,IVC201,,
"DT",04/03/22,11,11:13:09,246641.6,246641,Cut Bench Program,OLYMPUS NOBLESSE 892 3M,4.95,1,1,0,IVC201,FL190,Flanagan Flooring Ireland
"DT",04/03/22,11,11:15:56,249476.1,249476,Cut Bench Program,AVIEMORE TWIST 95 EXPRESSO 4M A/B,4.27,1,1,0,CON801,,
"DT",04/03/22,11,11:20:08,245747.8,245747,Cut Bench Program,SUPERIOR TWIST 75 4M A/B,2.59,1,1,0,CON801,,
"DT",04/03/22,11,11:27:40,248931.4,248931,Cut Bench Program,FOUR SEASONS 78 4M A/B,2.00,1,1,0,BET101,,
"DT",04/03/22,11,11:30:39,249378.4,249378,Cut Bench Program,SOFT SPLENDID 68 4M FELT,1.10,1,1,0,BAL601,,
"DT",04/03/22,11,11:35:31,247261.1,247261,Cut Bench Program,HAMPTON COURT STRIPE 190 4M A/B,4.72,1,1,0,CON801,,
"DT",04/03/22,11,11:39:10,246960.7,246960,Cut Bench Program,NOBLE DREAMS 52 SWEET TRUFFLE 4M FELT,3.66,1,1,0,BAL601,FL190,Flanagan Flooring Ireland
"DT",04/03/22,11,11:43:46,247183.1,247183,Cut Bench Program,ORION PURE OAK 160M 3M,4.57,1,1,0,BIG201,,
"DT",04/03/22,11,11:47:27,249184.4,249184,Cut Bench Program,AURA ALLURE 579 3M,2.00,1,1,0,IVC201,,
"DT",04/03/22,11,11:50:55,247853.7,247853,Cut Bench Program,MIDTOWN LUXURY 585 4M A/B,3.35,1,1,0,CON801,,
"DT",04/03/22,11,11:52:23,,247853,Remeasure,MIDTOWN LUXURY 585 4M A/B,0.00,1,0,1,CON801,,
"DT",04/03/22,11,11:57:32,249498.1,249498,Cut Bench Program,FLORIDA KEYS 75 SLATE 4M FELT,2.50,1,1,0,CON801,,
"DT",04/03/22,11,11:59:07,249498.2,249498,Cut Bench Program,FLORIDA KEYS 75 SLATE 4M FELT,2.30,1,1,0,CON801,,
"DT",04/03/22,12,12:00:25,249498.3,249498,Cut Bench Program,FLORIDA KEYS 75 SLATE 4M FELT,2.80,1,1,0,CON801,,
"DT",04/03/22,12,12:02:09,249498.4,249498,Cut Bench Program,FLORIDA KEYS 75 SLATE 4M FELT,4.40,1,1,0,CON801,,
"DT",04/03/22,12,12:03:27,249498.5,249498,Cut Bench Program,FLORIDA KEYS 75 SLATE 4M FELT,5.50,1,1,0,CON801,,
"DT",04/03/22,12,12:07:04,248506.5,248506,Cut Bench Program,SOFT NOBLE FELT 950 SILVER CLOUD 4M,2.75,1,1,0,BAL601,,
"DT",04/03/22,12,12:12:13,238784.6,238784,Cut Bench Program,CAPRI LANCASTER 965D 3M,2.00,1,1,0,JUT101,,
"DT",04/03/22,12,12:23:48,248931.5,248931,Cut Bench Program,FOUR SEASONS 78 4M A/B,,1,1,0,BET101,FL190,Flanagan Flooring Ireland
"DT",04/03/22,12,12:25:28,,248931,Remeasure,FOUR SEASONS 78 4M A/B,0.00,1,0,1,BET101,,
"DT",04/03/22,12,12:27:53,249370.1,249370,Cut Bench Program,GATSBY YORVIK 970D 2M,4.30,1,1,0,JUT101,,
"DT",04/03/22,12,12:30:20,246418.5,246418,Cut Bench Program,DEVOTION SILK 124 OYSTER WHITE 4M A/B,0.65,1,1,0,MWE101,,
"DT",04/03/22,12,12:33:05,235671.3,235671,Cut Bench Program,DEVOTION SILK 134 CHALK WHITE 4M A/B,,1,1,0,MWE101,,
"DT",04/03/22,12,12:35:31,249113.1,249113,Cut Bench Program,DEVOTION SILK 144 FROZEN WATER 4M A/B,,1,1,0,MWE101,,
"DT",04/03/22,12,12:38:59,248435.3,248435,Cut Bench Program,DEVOTION SILK 224 SOFT TAUPE 4M A/B,,1,1,0,FLA101,,
"DT",04/03/22,12,12:42:38,248113.7,248113,Cut Bench Program,DEVOTION SILK 245 MOONLIGHT 4M A/B,,1,1,0,MWE101,,
"DT",04/03/22,12,12:43:57,,248113,Remeasure,DEVOTION SILK 245 MOONLIGHT 4M A/B,0.00,1,0,1,MWE101,,
"DT",04/03/22,12,12:45:55,239942.6,239942.4,Cut Bench Program,DEVOTION SILK 774 EARTH STONE 4M A/B,0.65,1,1,0,MWE101,,
"DT",04/03/22,12,12:47:54,,239942.4,Remeasure,DEVOTION SILK 774 EARTH STONE 4M A/B,0.00,1,0,1,MWE101,,
"DT",04/03/22,12,12:49:32,240818.6,240818,Cut Bench Program,DEVOTION SILK 734 ASHES 4M A/B,0.65,1,1,0,MWE101,,
"DT",04/03/22,12,12:53:45,240694.5,240694,Cut Bench Program,ARTEMIS ALFERRO 593 3M,2.36,1,1,0,IVC201,,
"DT",04/03/22,13,13:49:01,248485.5,248485,Cut Bench Program,EAGLE 980 GRAPHITE 4M FELT,6.10,1,1,0,BAL601,,
"DT",04/03/22,13,13:56:52,249505.1,249505,Cut Bench Program,HAMPTON COURT 90 4M A/B,24.10,1,1,0,CON801,,
"DT",04/03/22,14,14:00:50,245505.9,245505,Cut Bench Program,HERMES EVORA 594 2M,2.35,1,1,0,IVC201,,
"DT",04/03/22,14,14:02:21,,245505,Remeasure,HERMES EVORA 594 2M,0.00,1,0,1,IVC201,,
"DT",04/03/22,14,14:04:43,248168.4,248168,Cut Bench Program,NOBLE HEATHERS 695 NIGHT JAR 4M A/B,3.35,1,1,0,BAL601,,
"DT",04/03/22,14,14:07:48,249503.1,249503,Cut Bench Program,HARRIS HEATHERS 74 4M A/B,5.70,1,1,0,CON801,,
"DT",04/03/22,14,14:11:31,248845.2,248845,Cut Bench Program,NOBLE HEATHERS 945 GULL GREY 4M FELT,5.03,1,1,0,BAL601,,
"DT",04/03/22,14,14:14:59,240729.2,240729,Cut Bench Program,HERMES AVEIRO 599 2M,1.70,1,1,0,IVC201,,
"DT",04/03/22,14,14:18:42,244775.5,244775,Cut Bench Program,GATSBY CASTLETON 904M 3M,3.51,1,1,0,JUT101,,
"DT",04/03/22,14,14:20:27,,244775,Remeasure,GATSBY CASTLETON 904M 3M,0.00,1,0,1,JUT101,,
"DT",04/03/22,14,14:22:49,249338.1,249338,Cut Bench Program,GATSBY CAMEO 060S 4M,3.20,1,1,0,JUT101,,
"DT",04/03/22,14,14:26:02,247454.8,247454,Cut Bench Program,HERMES BELLAGGIO 591 2M,2.03,1,1,0,IVC201,,
"DT",04/03/22,14,14:29:26,248974.1,248974,Cut Bench Program,INFINITY GRASS AKINA 5010 20MM 4M,9.00,1,1,0,CLA201,,
"DT",04/03/22,14,14:34:23,244888.8,244888,Cut Bench Program,GATSBY CASTLETON 904M 2M,2.00,1,1,0,JUT101,FL190,Flanagan Flooring Ireland
"DT",04/03/22,14,14:35:53,,244888,Remeasure,GATSBY CASTLETON 904M 2M,0.00,1,0,1,JUT101,,
"DT",04/03/22,15,15:10:25,248221.9,248221,Cut Bench Program,FAIRMONT 76 4M A/B,2.82,1,1,0,CON801,FL190,Flanagan Flooring Ireland
"DT",04/03/22,15,15:19:03,247576.3,247576,Cut Bench Program,HIGH LIFE 920 SILVER CLOUD 4M FELT,3.43,1,1,0,BAL601,,
"DT",04/03/22,15,15:39:05,247460.4,247460,Cut Bench Program,JURA HEATHERS F/B 275 4M,4.27,1,1,0,CON801,,
"DT",04/03/22,15,15:40:21,247460.5,247460,Cut Bench Program,JURA HEATHERS F/B 275 4M,3.43,1,1,0,CON801,,
"DT",04/03/22,15,15:41:29,247460.6,247460,Cut Bench Program,JURA HEATHERS F/B 275 4M,2.75,1,1,0,CON801,,
"DT",04/03/22,15,15:42:09,247460.7,247460,Cut Bench Program,JURA HEATHERS F/B 275 4M,4.27,1,1,0,CON801,,
"DT",04/03/22,15,15:43:47,,247460,Remeasure,JURA HEATHERS F/B 275 4M,0.00,1,0,1,CON801,,
"DT",04/03/22,16,16:09:37,240694.6,240694,Cut Bench Program,ARTEMIS ALFERRO 593 3M,2.75,1,1,0,IVC201,,
"DT",04/03/22,16,16:11:05,240694.7,240694,Cut Bench Program,ARTEMIS ALFERRO 593 3M,2.36,1,1,0,IVC201,,
"DT",04/03/22,16,16:15:13,243529.7,243529,Cut Bench Program,SOFT NOBLE FELT 610 SNOWDROP 4M,3.12,1,1,0,BAL601,,
"DT",04/03/22,16,16:52:27,247606.1,247606,Cut Bench Program,EMPEROR 67 MID BEIGE 4M FELT,3.81,1,1,0,BET101,,
"DT",04/03/22,16,16:53:53,247606.2,247606,Cut Bench Program,EMPEROR 67 MID BEIGE 4M FELT,4.88,1,1,0,BET101,,
"DT",04/03/22,16,16:55:01,247606.3,247606,Cut Bench Program,EMPEROR 67 MID BEIGE 4M FELT,2.29,1,1,0,BET101,,
,,,,,,,,,--------,--------,--------
"DT",04/03/22,,,,,,,,125,107,18
"DT",07/03/22,08,08:11:30,248758.4,248758,Cut Bench Program,ARTEMIS ALASKA 536 4M,4.43,1,1,0,IVC201,FL190,Flanagan Flooring Ireland
"DT",07/03/22,08,08:16:12,249190.2,249190,Cut Bench Program,POWERTEX BARCELONA 571 4M,1.50,1,1,0,IVC201,,
"DT",07/03/22,08,08:19:52,248700.5,248700,Cut Bench Program,ARTEMIS TAVEL 571 2M,2.21,1,1,0,IVC201,,
"DT",07/03/22,08,08:21:25,,248700,Remeasure,ARTEMIS TAVEL 571 2M,0.00,1,0,1,IVC201,,
"DT",07/03/22,08,08:27:47,242140.8,242140,Cut Bench Program,INFINITY GRASS AKINA 5010 20MM 4M,4.50,1,1,0,CLA201,,
"DT",07/03/22,08,08:30:05,,242140,Remeasure,INFINITY GRASS AKINA 5010 20MM 4M,0.00,1,0,1,CLA201,,
"DT",07/03/22,08,08:32:55,245460.1,245460,Cut Bench Program,OLYMPUS SINTRA 583 3M,15.00,1,1,0,IVC201,,
"DT",07/03/22,08,08:35:53,247881.2,247881,Cut Bench Program,JURA HEATHERS F/B 85 4M,4.50,1,1,0,CON801,,
"DT",07/03/22,08,08:39:07,245550.7,245550,Cut Bench Program,GLADIATOR BOLIVIA 593 2M,3.00,1,1,0,IVC201,,
"DT",07/03/22,08,08:42:10,248401.2,248401,Cut Bench Program,ORION PURE OAK 160M 4M,4.00,1,1,0,BIG201,,
"DT",07/03/22,08,08:45:05,246896.6,246896,Cut Bench Program,SUPERIOR TWIST 69 4M A/B,3.35,1,1,0,CON801,,
"DT",07/03/22,08,08:46:20,,246896,Remeasure,SUPERIOR TWIST 69 4M A/B,0.00,1,0,1,CON801,,
"DT",07/03/22,08,08:49:12,244937.2,244937,Cut Bench Program,VINTAGE OAK COLL SILK OAK 147M 4M,5.56,1,1,0,BIG201,,
"DT",07/03/22,08,08:50:31,244937.3,244937,Cut Bench Program,VINTAGE OAK COLL SILK OAK 147M 4M,2.44,1,1,0,BIG201,,
"DT",07/03/22,08,08:54:17,248303.2,248303,Cut Bench Program,VINTAGE OAK COLL LAUREL OAK 162M 4M,9.00,1,1,0,BIG201,,
"DT",07/03/22,09,09:30:29,249170.2,249170,Cut Bench Program,OLYMPUS POMPEI 597 3M,2.59,1,1,0,IVC201,,
"DT",07/03/22,09,09:34:41,248513.2,248513,Cut Bench Program,CLASSIC CHARM 720 5M A/B,5.20,1,1,0,BAL601,,
"DT",07/03/22,09,09:36:02,243608.3,243608,Cut Bench Program,AVIEMORE TWIST 190 GUNMETAL 4M A/B,2.60,1,1,0,CON801,,
"DT",07/03/22,09,09:45:48,248137.2,248137,Cut Bench Program,SOFT NOBLE FELT 920 LONDON DOVE 4M,3.43,1,1,0,BAL601,,
"DT",07/03/22,09,09:46:49,248137.3,248137,Cut Bench Program,SOFT NOBLE FELT 920 LONDON DOVE 4M,2.82,1,1,0,BAL601,,
"DT",07/03/22,10,10:37:29,249424.1,249424,Cut Bench Program,AIM HIGH 875 MOCHA 4M FELT,3.35,1,1,0,BAL601,,
"DT",07/03/22,10,10:42:42,244677.6,244677,Cut Bench Program,AVIEMORE TWIST 72 NATURAL 4M A/B,3.80,1,1,0,CON801,,
"DT",07/03/22,10,10:46:17,249947.1,249947,Cut Bench Program,VINTAGE OAK COLL LIME OAK 621L 4M,3.81,1,1,0,BIG201,,
"DT",07/03/22,10,10:48:22,249947.2,249947,Cut Bench Program,VINTAGE OAK COLL LIME OAK 621L 4M,3.56,1,1,0,BIG201,,
"DT",07/03/22,10,10:50:53,249966.1,249966,Cut Bench Program,ORION HOLLY OAK 001S 2M,3.40,1,1,0,BIG201,,
"DT",07/03/22,10,10:55:01,248324.3,248324,Cut Bench Program,VINTAGE OAK COLL LIME OAK 976M 4M,4.15,1,1,0,BIG201,,
"DT",07/03/22,10,10:56:49,248324.4,248324,Cut Bench Program,VINTAGE OAK COLL LIME OAK 976M 4M,,1,1,0,BIG201,,
"DT",07/03/22,11,11:00:12,249308.2,249308,Cut Bench Program,ROCKEFELLER POLPERRO 190L 3M,1.75,1,1,0,JUT101,,
"DT",07/03/22,11,11:01:17,249308.3,249308,Cut Bench Program,ROCKEFELLER POLPERRO 190L 3M,3.35,1,1,0,JUT101,,
"DT",07/03/22,11,11:06:10,246059.3,246059,Cut Bench Program,PARADISE 73 4M A/B,2.90,1,1,0,BET101,,
"DT",07/03/22,11,11:07:32,246059.4,246059,Cut Bench Program,PARADISE 73 4M A/B,4.30,1,1,0,BET101,,
"DT",07/03/22,11,11:09:21,246059.5,246059,Cut Bench Program,PARADISE 73 4M A/B,3.35,1,1,0,BET101,,
"DT",07/03/22,11,11:12:27,247872.4,247872,Cut Bench Program,HARRIS HEATHERS 74 4M A/B,3.66,1,1,0,CON801,,
"DT",07/03/22,11,11:18:53,247511.4,247511,Cut Bench Program,SUPERIOR TWIST 92 5M A/B,7.40,1,1,0,CON801,,
"DT",07/03/22,11,11:27:29,,247511,Remeasure,SUPERIOR TWIST 92 5M A/B,0.00,1,0,1,CON801,,
"DT",07/03/22,11,11:33:55,250018.1,250018,Cut Bench Program,BLISS 92 MID BROWN 4M FELT,7.60,1,1,0,FLA101,,
"DT",07/03/22,11,11:39:25,245697.3,245697,Cut Bench Program,RUSTIC COLL ZURICH 999D 4M,1.83,1,1,0,BIG201,,
"DT",07/03/22,11,11:42:04,245697.4,245697,Cut Bench Program,RUSTIC COLL ZURICH 999D 4M,1.00,1,1,0,BIG201,,
"DT",07/03/22,11,11:44:37,249918.1,249918,Cut Bench Program,ORION SUGAR OAK 997L 3M,4.75,1,1,0,BIG201,,
"DT",07/03/22,11,11:46:08,249918.2,249918,Cut Bench Program,ORION SUGAR OAK 997L 3M,6.20,1,1,0,BIG201,,
"DT",07/03/22,11,11:50:55,246121.6,246121,Cut Bench Program,ROCKEFELLER DEVON 009S 3M,1.52,1,1,0,JUT101,,
"DT",07/03/22,11,11:52:05,,246121,Remeasure,ROCKEFELLER DEVON 009S 3M,0.00,1,0,1,JUT101,,
"DT",07/03/22,11,11:55:04,247183.2,247183,Cut Bench Program,ORION PURE OAK 160M 3M,4.65,1,1,0,BIG201,,
"DT",07/03/22,11,11:56:02,240877.4,240877,Cut Bench Program,CLASSIC CHARM 530 5M A/B,6.00,1,1,0,BAL601,,
"DT",07/03/22,11,11:56:21,247183.3,247183,Cut Bench Program,ORION PURE OAK 160M 3M,2.67,1,1,0,BIG201,,
"DT",07/03/22,12,12:00:27,248401.3,248401,Cut Bench Program,ORION PURE OAK 160M 4M,12.11,1,1,0,BIG201,,
"DT",07/03/22,12,12:02:02,248401.4,248401,Cut Bench Program,ORION PURE OAK 160M 4M,4.34,1,1,0,BIG201,,
"DT",07/03/22,12,12:05:21,233343.2,233343,Cut Bench Program,VINTAGE OAK COLL HAVANNA OAK 019S 3M,5.94,1,1,0,BIG201,,
"DT",07/03/22,12,12:06:43,,240877,Remeasure,CLASSIC CHARM 530 5M A/B,0.00,1,0,1,BAL601,,
"DT",07/03/22,12,12:07:54,249983.1,249983,Cut Bench Program,VINTAGE OAK COLL LIME OAK 976M 3M,2.75,1,1,0,BIG201,,
"DT",07/03/22,12,12:12:04,250015.1,250015,Cut Bench Program,GRANITE RIB 73 GREY 4M GEL,6.00,1,1,0,FLA101,,
"DT",07/03/22,12,12:15:19,249489.6,249489,Cut Bench Program,UTOPIA 78 SHADOW 4M A/B,2.50,1,1,0,CON801,,
"DT",07/03/22,12,12:16:43,,249489,Remeasure,UTOPIA 78 SHADOW 4M A/B,0.00,1,0,1,CON801,,
"DT",07/03/22,12,12:18:42,249278.1,249278,Cut Bench Program,ARTEMIS EVORA 594 4M,2.60,1,1,0,IVC201,,
"DT",07/03/22,12,12:25:22,249289.1,249289,Cut Bench Program,ARTEMIS ALASKA 581 4M,3.25,1,1,0,IVC201,,
"DT",07/03/22,12,12:27:27,249289.2,249289,Cut Bench Program,ARTEMIS ALASKA 581 4M,6.25,1,1,0,IVC201,,
"DT",07/03/22,12,12:31:26,249260.1,249260,Cut Bench Program,POWERTEX HELSINKI 597 4M,3.30,1,1,0,IVC201,,
"DT",07/03/22,12,12:34:39,247263.1,247263,Cut Bench Program,OBSESSION SILK 714 SILVER 4M A/B,4.27,1,1,0,MWE101,,
"DT",07/03/22,12,12:36:13,247263.2,247263,Cut Bench Program,OBSESSION SILK 714 SILVER 4M A/B,3.58,1,1,0,MWE101,,
"DT",07/03/22,12,12:39:46,247263.3,247263,Cut Bench Program,OBSESSION SILK 714 SILVER 4M A/B,2.13,1,1,0,MWE101,,
"DT",07/03/22,12,12:44:09,239148.8,239148,Cut Bench Program,DEVOTION SILK 774 EARTH STONE 4M A/B,2.80,1,1,0,MWE101,,
"DT",07/03/22,12,12:46:38,,239148,Remeasure,DEVOTION SILK 774 EARTH STONE 4M A/B,0.00,1,0,1,MWE101,,
"DT",07/03/22,12,12:48:10,249427.4,249427,Cut Bench Program,SOFT SPLENDID 97 4M FELT,2.80,1,1,0,BAL601,,
"DT",07/03/22,12,12:51:37,249500.2,249500,Cut Bench Program,RHAPSODY 75 4M FELT,4.27,1,1,0,CON801,,
"DT",07/03/22,13,13:49:20,248370.1,248370,Cut Bench Program,VINTAGE OAK COLL HAVANNA OAK 696L 3M,6.71,1,1,0,BIG201,,
"DT",07/03/22,13,13:52:31,246647.9,246647,Cut Bench Program,ARTEMIS ALFERRO 593 2M,4.00,1,1,0,IVC201,,
"DT",07/03/22,13,13:54:12,,246647,Remeasure,ARTEMIS ALFERRO 593 2M,0.00,1,0,1,IVC201,,
"DT",07/03/22,13,13:57:08,246039.5,246039,Cut Bench Program,GRANITE RIB 74 GRAPHITE 4M GEL,10.50,1,1,0,BET101,,
"DT",07/03/22,14,14:02:32,,246039,Remeasure,GRANITE RIB 74 GRAPHITE 4M GEL,0.00,1,0,1,BET101,,
"DT",07/03/22,14,14:04:52,243795.3,243795,Cut Bench Program,ARTEMIS ALASKA 536 3M,5.87,1,1,0,IVC201,,
"DT",07/03/22,14,14:08:57,244745.5,244745,Cut Bench Program,HAMPTON COURT 74 4M A/B,4.50,1,1,0,CON801,,
"DT",07/03/22,14,14:11:04,,244745,Remeasure,HAMPTON COURT 74 4M A/B,0.00,1,0,1,CON801,,
"DT",07/03/22,14,14:12:51,248249.4,248249,Cut Bench Program,HAMPTON COURT STRIPE 575 4M A/B,4.27,1,1,0,CON801,,
"DT",07/03/22,14,14:16:12,247451.3,247451,Cut Bench Program,ARTEMIS SORBONNE 591 4M,5.87,1,1,0,IVC201,,
"DT",07/03/22,14,14:17:36,247451.4,247451,Cut Bench Program,ARTEMIS SORBONNE 591 4M,3.13,1,1,0,IVC201,,
"DT",07/03/22,14,14:20:49,249970.1,249970,Cut Bench Program,ORION HOLLY OAK 001S 3M,3.05,1,1,0,BIG201,,
"DT",07/03/22,14,14:21:56,249970.2,249970,Cut Bench Program,ORION HOLLY OAK 001S 3M,4.72,1,1,0,BIG201,,
"DT",07/03/22,14,14:23:51,249970.3,249970,Cut Bench Program,ORION HOLLY OAK 001S 3M,5.33,1,1,0,BIG201,,
"DT",07/03/22,14,14:27:59,247255.4,247255,Cut Bench Program,SUPERIOR TWIST 92 4M A/B,5.87,1,1,0,CON801,,
"DT",07/03/22,14,14:29:15,247255.5,247255,Cut Bench Program,SUPERIOR TWIST 92 4M A/B,2.67,1,1,0,CON801,,
